id,lat,lon,heading,course,speed,status,mmsi,callsign,imo,length,width,draught,type
387,4.671862,7.15884,359,285,0,Underway using Engine,657122100,5NXA8,9320934,67.39,15.4,48,Anchor Handling Vessel
387,4.671862,7.15884,359,285,0,Underway using Engine,657122100,5NXA8,9320934,67.39,15.4,48,Anchor Handling Vessel
389,4.56846,-2.367173,84,82,83,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.56846,-2.367173,84,82,83,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.567904,-2.37223,84,82,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.567904,-2.37223,84,82,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.567605,-2.374888,84,83,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.567605,-2.374888,84,83,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.569102,-2.361387,84,82,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.569102,-2.361387,84,82,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.57087,-2.344747,84,84,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.57087,-2.344747,84,84,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.571085,-2.342782,84,84,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.571085,-2.342782,84,84,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.570432,-2.349047,84,83,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.570432,-2.349047,84,83,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
389,4.570712,-2.346288,84,85,84,Underway using Engine,228322600,FMGV,9340403,67.39,15.4,58,Offshore Supply Ship
